Distribution,Size of media (MB),RAM use (MB),Boots from CD,Boots from DVD,Installable live CD/DVD,Installable from USB
Arch Linux,[null],[null],[null],[null],[null],[null]
AUSTRUMI,[null],[null],[null],[null],[null],[null]
BLAG Linux and GNU,[null],[null],[null],[null],[null],[null]
Bodhi Linux,[null],[null],[null],[null],[null],[null]
CentOS,(Minimal) (DVD),[null],[null],[null],[null],[null]
Chakra,[null],[null],[null],[null],[null],[null]
Debian,[null],[null],[null],[null],[null],[null]
Devuan,[null],[null],[null],[null],[null],[null]
Dragora GNU/Linux-Libre,[null],[null],[null],[null],[null],[null]
dyne:bolic,[null],[null],[null],[null],[null],[null]
Fedora,[null],to,[null],[null],[null],[null]
Gentoo,(Minimal) (Live DVD),up to,[null],[null],[null],[null]
gNewSense<ref></ref>,[null],[null],[null],[null],[null],[null]
Grml,[null],to,[null],[null],[null],[null]
Guix<ref></ref>,[null],[null],[null],[null],[null],[null]
Hyperbola GNU/Linux-libre,and,[null],[null],[null],[null],[null]
Knoppix CD,[null],to,[null],[null],[null],[null]
Knoppix DVD,[null],to,[null],[null],[null],[null]
LibreCMC,[null],[null],[null],[null],[null],[null]
Mandriva Linux One,[null],to,[null],[null],[null],[null]
Manjaro Linux,to <ref></ref>,to,[null],[null],[null],[null]
MEPIS,to,to,[null],[null],[null],[null]
Musix GNU+Linux,[null],[null],[null],[null],[null],[null]
Nanolinux,[null],[null],[null],[null],[null],[null]
openGEU,[null],to,[null],[null],[null],[null]
openSUSE (Not 42.1),[null],to,[null],[null],[null],[null]
OpenWrt,[null],[null],[null],[null],[null],[null]
Parabola GNU/Linux-libre,to,[null],[null],[null],[null],[null]
Pardus,to,to,[null],[null],[null],[null]
PCLinuxOS,to,to,[null],[null],[null],[null]
Pentoo,and,to,[null],[null],<ref>Pentoo Development Website </ref>,[null]
Porteus,to,[null],[null],[null],[null],[null]
Puppy Linux (Slacko),[null],to,[null],[null],[null],[null]
Puredyne,[null],[null],[null],[null],[null],[null]
Sabayon Linux Live CD,[null],[null],[null],[null],[null],[null]
Sabayon Linux Live DVD,[null],[null],[null],[null],[null],[null]
Scientific Linux,to <ref></ref>,[null],[null],[null],[null],[null]
Slackware,[null],to <ref></ref>,[null],[null],[null],[null]
Slax,[null],to,[null],[null],[null],[null]
Solus,[null],[null],[null],[null],[null],[null]
SystemRescueCD,[null],[null],[null],[null],[null],[null]
SliTaz GNU/Linux,[null],to,[null],[null],[null],[null]
Tails,[null],[null],[null],[null],[null],(when run from DVD)
Tiny Core Linux,[null],[null],[null],[null],[null],[null]
Tiny SliTaz,[null],[null],[null],[null],[null],[null]
Tor-ramdisk,[null],or ><ref></ref>,[null],[null],[null],[null]
Trisquel,<ref name="trisquel_download"></ref>,[null],[null],[null],[null],[null]
TurnKey GNU/Linux Core (base) appliance ISO,[null],[null],[null],[null],[null],[null]
Ubuntu,<ref name="ubuntu_download"></ref>,[null],[null],[null],[null],[null]
Ututo,[null],[null],[null],[null],[null],[null]
Edubuntu,<ref name="edubuntu_download"></ref>,[null],[null],[null],[null],[null]
Kubuntu,<ref name="kubuntu_download"></ref>,[null],[null],[null],[null],[null]
XBMC Live,[null],to,[null],[null],[null],[null]
Zentyal,[null],[null],[null],[null],[null],[null]
Xubuntu,<ref name="xubuntu_download"></ref>,[null],[null],[null],[null],[null]
Distribution,Size of media (MB),RAM use (MB),Boots from CD,Boots from DVD,Installable live CD/DVD,Installable from USB
