Name,CBC w/ predictable IVs,CBC w/ secret IVs,CBC w/ random per-sector keys,LRW,XTS,Authenticated encryption
Aloaha Crypt Disk,[null],[null],[null],[null],[null],[null]
ArchiCrypt Live,[null],[null],[null],<ref>Containers created with ArchiCrypt Live version 5 use LRW</ref>,[null],[null]
BestCrypt,[null],[null],[null],<ref></ref>,<ref></ref>,[null]
BitArmor DataControl,[null],[null],[null],[null],[null],[null]
BitLocker,<ref name="Fergusson"></ref>,<ref name="Fergusson"/>,[null],[null],[null],[null]
Bloombase Keyparc,[null],[null],[null],[null],[null],[null]
CGD,[null],<ref></ref>,[null],[null],[null],[null]
CenterTools DriveLock,[null],[null],[null],[null],[null],[null]
Check Point Full Disk Encryption,[null],[null],[null],[null],[null],[null]
CipherShed,<ref name="ReferenceB">Containers created with TrueCrypt versions 1.0 through 4.0 use CBC.</ref>,[null],[null],<ref name="ReferenceC">Containers created with TrueCrypt versions 4.1 through 4.3a use LRW  and support CBC for opening legacy containers only.</ref>,<ref>Containers created with CipherShed or TrueCrypt versions 5.0+ use XTS  and support LRW/CBC for opening legacy containers only.</ref>,[null]
CrossCrypt,[null],[null],[null],[null],[null],[null]
CryFS,[null],[null],[null],[null],[null],[null]
CryptArchiver,[null],[null],[null],[null],[null],[null]
Cryptic Disk,[null],[null],[null],[null],[null],[null]
Cryhod,[null],[null],[null],[null],[null],[null]
Cryptoloop,[null],[null],[null],[null],[null],[null]
DiskCryptor,[null],[null],[null],[null],[null],[null]
Dm-crypt / LUKS,[null],[null],[null],<ref name=cryptoapi-lrw>Starting with Linux kernel version 2.6.20  CryptoAPI supports the LRW mode: https://lwn.net/Articles/213650/</ref>,[null],</ref>}}
DriveCrypt,[null],[null],[null],[null],[null],[null]
DriveSentry GoAnywhere 2,[null],[null],[null],[null],[null],[null]
E4M,[null],[null],[null],[null],[null],[null]
e-Capsule Private Safe,[null],[null],[null],[null],[null],[null]
eCryptfs,[null],[null],[null],[null],[null],[null]
EgoSecure HDD Encryption,[null],[null],[null],[null],[null],[null]
FileVault,<ref name=nsa-vilefault/>,[null],[null],[null],[null],[null]
FileVault 2,[null],[null],[null],[null],<ref></ref>,[null]
FREE CompuSec,[null],[null],[null],[null],[null],[null]
FreeOTFE,[null],[null],[null],[null],[null],[null]
GBDE,[null],[null],<ref name=gbde-paper/>,[null],[null],[null]
GELI,[null],<ref name=linuxbsd></ref>,[null],[null],[null],[null]
Loop-AES,<ref name=loop-aes/>,<ref name=loop-aes/>,[null],[null],[null],[null]
McAfee Drive Encryption (SafeBoot),[null],[null],[null],[null],[null],[null]
n-Crypt Pro,[null],[null],[null],[null],[null],[null]
PGPDisk,[null],[null],[null],[null],[null],[null]
Private Disk,[null],[null],[null],[null],[null],[null]
ProxyCrypt,[null],[null],[null],[null],[null],[null]
R-Crypto,[null],[null],[null],[null],[null],[null]
SafeGuard Easy,[null],[null],[null],[null],[null],[null]
SafeGuard Enterprise,[null],[null],[null],[null],[null],[null]
SafeGuard PrivateDisk,[null],[null],[null],[null],[null],[null]
SafeHouse Professional,[null],[null],[null],[null],[null],[null]
Scramdisk,[null],[null],[null],[null],[null],[null]
Scramdisk 4 Linux,[null],<ref name=sd4l-sd>For Scramdisk containers</ref>,[null],<ref name=sd4l-tc4>For TrueCrypt 4 containers</ref>,<ref name=sd4l-tc5-6>For TrueCrypt 5 and 6 containers</ref>,[null]
SecuBox,[null],[null],[null],[null],[null],[null]
SecureDoc,[null],[null],[null],[null],[null],[null]
Sentry 2020,[null],[null],[null],[null],[null],[null]
Seqrite Encryption Manager,[null],[null],[null],[null],[null],[null]
Softraid / RAID C,[null],[null],[null],[null],<ref></ref>,[null]
Svnd / Vnconfig,[null],[null],[null],[null],[null],[null]
Symantec Endpoint Encryption,[null],[null],[null],[null],[null],[null]
TrueCrypt,<ref name="ReferenceB"/>,[null],[null],<ref name="ReferenceC"/>,<ref>Containers created with TrueCrypt versions 5.0 or later use XTS  and support LRW/CBC for opening legacy containers only.</ref>,[null]
USBCrypt,[null],[null],[null],[null],[null],[null]
VeraCrypt,[null],[null],[null],[null],[null],[null]
CyberSafe Top Secret,[null],[null],[null],[null],[null],[null]
Name,CBC w/ predictable IVs,CBC w/ secret IVs,CBC w/ random per-sector keys,LRW,XTS,Authenticated encryption
