Client,Pop-up,Tray notification,Browser plugin,E-mail,"newspaper"-like,Media aggregator,Notes,Downloadable attachments
Akregator,[null],[null],(integration with konqueror),[null],[null],[null],KDE,[null]
Amarok,[null],[null],[null],[null],[null],[null],KDE,[null]
AOL Explorer,[null],[null],[null],[null],[null],[null],Discontinued; Feed support is available in Internet Explorer 7,[null]
Avant,[null],[null],[null],[null],[null],[null],Feed support is available in Internet Explorer 7,[null]
Awasu,[null],[null],[null],[null],[null],[null],Supports user-written plugins.,[null]
BlogBridge,[null],[null],[null],[null],[null],[null],[null],[null]
Canto,[null],[null],[null],[null],[null],[null],Ncurses/console based reader,[null]
Claws Mail,[null],[null],[null],[null],[null],[null],RSSyl plugin needed,[null]
CommaFeed,[null],[null],[null],[null],[null],[null],Web browser,[null]
Cooliris,[null],[null],[null],[null],[null],[null],Web browser plugin,[null]
Feed Viewer,[null],[null],[null],[null],[null],[null],[null],[null]
FeedDemon,[null],[null],[null],[null],[null],[null],Discontinued,[null]
Feedreader,[null],[null],[null],[null],[null],[null],[null],[null]
Flock,[null],[null],[null],[null],[null],[null],Discontinued,[null]
Gnus,[null],[null],[null],[null],[null],[null],Emacs-based mail and news client,[null]
IBM Lotus Notes,[null],[null],[null],[null],[null],[null],Studio Blog Reader is one RSS reader application for IBM Lotus Notes; Notes version 8.x introduced a native RSS reader,[null]
Internet Explorer,[null],[null],[null],[null],[null],[null],Feed support is available in Internet Explorer 7,[null]
iTunes,[null],[null],[null],[null],[null],[null],[null],[null]
Juice,[null],[null],[null],[null],[null],[null],Designed as Podcast aggregator,[null]
K-Meleon,[null],[null],[null],[null],[null],[null],Web browser,[null]
Kazehakase,[null],[null],[null],[null],[null],[null],Web browser,[null]
Liferea,[null],[null],[null],[null],[null],[null],[null],[null]
Mail (OS X),[null],[null],[null],[null],[null],[null],[null],[null]
Maxthon,[null],[null],[null],[null],[null],[null],Web browser,[null]
MediaMonkey,[null],[null],[null],[null],[null],[null],Media Player,[null]
Microsoft Office Outlook,[null],[null],[null],[null],[null],[null],Feed support is available in Microsoft Office Outlook 2007,[null]
Miro,[null],[null],[null],[null],[null],[null],Media Player,[null]
Mozilla Firefox,[null],[null],[null],[null],[null],[null],Web Browser,[null]
Mozilla Thunderbird,[null],[null],[null],[null],[null],[null],Mail Client,[null]
NetNewsWire,[null],[null],[null],[null],[null],[null],[null],[null]
Netscape Browser,[null],[null],[null],[null],[null],[null],Discontinued; Web browser,[null]
Netscape Navigator 9,[null],[null],[null],[null],[null],[null],Discontinued,[null]
NewsAccess,[null],[null],[null],[null],[null],[null],[null],[null]
NewsBlur,[null],[null],[null],[null],[null],[null],[null],[null]
NewsFire,[null],[null],[null],[null],[null],[null],[null],[null]
OmniWeb,[null],[null],[null],[null],[null],[null],Part of the OmniWeb browser,[null]
Opera Mail,[null],[null],[null],[null],[null],[null],[null],[null]
Pegasus Mail,[null],[null],[null],[null],[null],[null],Pegasus Mail can convert RSS feeds to e-mails via free add-ons,[null]
Rhythmbox,[null],[null],[null],[null],[null],[null],Media Player,[null]
RSS Bandit,[null],[null],[null],[null],[null],[null],.NET Framework based,[null]
RSSOwl,[null],[null],[null],[null],[null],[null],no longer support for Google Reader synchronization since version 2.2.0,[null]
Safari,[null],[null],[null],[null],[null],[null],Web Browser,[null]
Sage,[null],[null],[null],[null],[null],[null],a Firefox extension,[null]
SeaMonkey Mail & Newsgroups,[null],[null],[null],[null],[null],[null],Part of the SeaMonkey Internet suite,[null]
Songbird,[null],[null],[null],[null],[null],[null],Media Player,[null]
Shiira,[null],[null],[null],[null],[null],[null],Web browser,[null]
Sleipnir,[null],[null],[null],[null],[null],[null],Feed support is available in Internet Explorer 7,[null]
The Bat!,[null],[null],[null],[null],[null],[null],Mail client; rss2mail or rss2pop3 plugin needed for versions prior to 6.4; newer versions support RSS natively,[null]
The Old Reader,[null],[null],[null],[null],[null],[null],[null],[null]
Winamp,[null],[null],[null],[null],[null],[null],Media Player,[null]
Windows Live Mail,[null],[null],[null],[null],[null],[null],[null],[null]
Zimbra,[null],[null],[null],[null],[null],[null],Groupware suite,[null]
Zune,[null],[null],[null],[null],[null],[null],Media player,[null]
Client,Pop-up,Tray notification,Browser plugin,E-mail,"newspaper"-like,Media aggregator,Notes,Downloadable attachments
