Client,Windows,macOS,Linux,BSD,Unix,AmigaOS,ChromeOS
AbsoluteTelnet,[null],[null],[null],[null],[null],[null],[null]
ALFTP,[null],[null],[null],[null],[null],[null],[null]
Beyond Compare,[null],[null],[null],[null],[null],[null],[null]
Classic FTP,[null],[null],[null],[null],[null],[null],[null]
Codeanywhere (webbased),[null],[null],[null],[null],[null],[null],[null]
Commander One,[null],[null],[null],[null],[null],[null],[null]
CoreFTP,[null],[null],[null],[null],[null],[null],[null]
CrossFTP,[null],[null],[null],[null],[null],[null],[null]
cURL (CL),[null],[null],[null],[null],[null],[null],[null]
CuteFTP,[null],[null],[null],[null],[null],[null],[null]
Cyberduck,[null],[null],[null],[null],[null],[null],[null]
Directory Opus,[null],[null],[null],[null],[null],[null],[null]
ExpanDrive,[null],[null],[null],[null],[null],[null],[null]
FAR Manager,[null],[null],[null],[null],[null],[null],[null]
Fetch,[null],[null],[null],[null],[null],[null],[null]
FileZilla,[null],[null],[null],[null],[null],[null],[null]
FireFTP,[null],[null],[null],[null],[null],[null],[null]
FlashFXP,[null],[null],[null],[null],[null],[null],[null]
Fling FTP,[null],[null],[null],[null],[null],[null],[null]
ForkLift,[null],[null],[null],[null],[null],[null],[null]
FTP Client,[null],[null],[null],[null],[null],[null],[null]
FTP Commander,[null],[null],[null],[null],[null],[null],[null]
FTP Explorer,[null],[null],[null],[null],[null],[null],[null]
[added],[added],[added],[added],[added],[added],[added],[added]
FTP Voyager,[null],[null],[null],[null],[null],[null],[null]
Fugu,[null],[null],[null],[null],[null],[null],[null]
gFTP,[null],[null],[null],[null],[null],[null],[null]
Interarchy,[null],[null],[null],[null],[null],[null],[null]
LeechFTP,[null],[null],[null],[null],[null],[null],[null]
lftp (CL),(cygwin),[null],[null],[null],[null],[null],[null]
Macfusion,[null],[null],[null],[null],[null],[null],[null]
Mosaic,[null],[null],[null],[null],[null],[null],[null]
NcFTP (CL),[null],[null],[null],[null],[null],[null],[null]
net2ftp (web-based),[null],[null],[null],[null],[null],[null],[null]
pbFtpClient,[null],[null],[null],[null],[null],[null],[null]
PSFTP (PuTTY) (CL),[null],[null],[null],[null],[null],[null],[null]
Secure FTP,[null],[null],[null],[null],[null],[null],[null]
SmartFTP,[null],[null],[null],[null],[null],[null],[null]
Steed,[null],[null],[null],[null],[null],[null],[null]
Sysax FTP Automation,[null],[null],[null],[null],[null],[null],[null]
Total Commander,[null],[null],[null],[null],[null],[null],[null]
tnftp (CL),(cygwin),[null],[null],[null],[null],[null],[null]
Transmit,[null],[null],[null],[null],[null],[null],[null]
WebDrive,[null],[null],[null],[null],[null],[null],[null]
WinSCP,[null],[null],[null],[null],[null],[null],[null]
WISE-FTP,[null],[null],[null],[null],[null],[null],[null]
WS_FTP,[null],[null],[null],[null],[null],[null],[null]
Yummy FTP,[null],[null],[null],[null],[null],[null],[null]
Client,Windows,Mac OS X,Linux,BSD,Unix,AmigaOS,ChromeOS
