[null],Range,Hash,Composite (Range+Hash),List,Expression
4th Dimension,[null],[null],[null],[null],[null]
ADABAS,[null],[null],[null],[null],[null]
Adaptive Server Enterprise,[null],[null],[null],[null],[null]
Advantage Database Server,[null],[null],[null],[null],[null]
Altibase,[null],[null],[null],[null],[null]
Apache Derby,[null],[null],[null],[null],[null]
ClustrixDB,[null],[null],[null],[null],[null]
CUBRID,[null],[null],[null],[null],[null]
IBM DB2,[null],[null],[null],[null],[null]
Empress Embedded Database,[null],[null],[null],[null],[null]
EXASolution,[null],[null],[null],[null],[null]
Firebird,[null],[null],[null],[null],[null]
HSQLDB,[null],[null],[null],[null],[null]
H2,[null],[null],[null],[null],[null]
Informix Dynamic Server,[null],[null],[null],[null],[null]
Ingres,[null],[null],[null],[null],[null]
InterBase,[null],[null],[null],[null],[null]
Linter SQL RDBMS,[null],[null],[null],[null],[null]
MariaDB,[null],[null],[null],[null],[null]
MaxDB,[null],[null],[null],[null],[null]
Microsoft Access (JET),[null],[null],[null],[null],[null]
Microsoft Visual Foxpro,[null],[null],[null],[null],[null]
Microsoft SQL Server,[null],[null],[null],[null],[null]
Microsoft SQL Server Compact (Embedded Database),[null],[null],[null],[null],[null]
Mimer SQL,[null],[null],[null],[null],[null]
MonetDB,[null],[null],[null],[null],[null]
MySQL,[null],[null],[null],[null],[null]
OpenBase SQL,[null],[null],[null],[null],[null]
Oracle,[null],[null],[null],[null],[null]
Oracle Rdb,[null],[null],[null],[null],[null]
OpenLink Virtuoso,[null],[null],[null],[null],[null]
Pervasive PSQL,[null],[null],[null],[null],[null]
Polyhedra DBMS,[null],[null],[null],[null],[null]
PostgreSQL,1,1,1,1,1
Raima Database Manager,2,2,2,[null],[null]
RDM Server,[null],[null],[null],[null],[null]
SAP HANA,[null],[null],[null],[null],[null]
solidDB,[null],[null],[null],[null],[null]
SQL Anywhere,[null],[null],[null],[null],[null]
SQLite,[null],[null],[null],[null],[null]
Teradata,[null],[null],[null],[null],[null]
UniVerse,[null],[null],[null],[null],[null]
[null],Range,Hash,Composite (Range+Hash),List,Expression
