Audio player,AVI,ASF,QuickTime,Ogg,OGM,Matroska,MP4,MPEG-21,NUT,FLV
AIMP,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Amarok,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Audacious,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Audion,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
cmus,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Cog,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
foobar2000,[null],[null],[null],[null],[null],<ref group="containernotes">Native Matroska tag reading and writing</ref>,[null],[null],[null],[null]
JuK,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
JRiver Media Center,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
MediaMonkey,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
MOC,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
MPXPLAY,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
MusicBee,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Musicmatch Jukebox,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
musikCube,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Rhapsody,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Rhythmbox,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Sonique,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Winamp,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
XMMS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Zinf,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Audio player,AVI,ASF,QuickTime,Ogg,OGM,Matroska,MP4,MPEG-21,NUT,FLV
