Implementation,sect163k1 (1)<ref name="rfc4492"/>,sect163r1 (2)<ref name="rfc4492"/>,sect163r2 (3)<ref name="rfc4492"/>,sect193r1 (4)<ref name="rfc4492"/>,sect193r2 (5)<ref name="rfc4492"/>,sect233k1 (6)<ref name="rfc4492"/>,sect233r1 (7)<ref name="rfc4492"/>,sect239k1 (8)<ref name="rfc4492"/>,sect283k1 (9)<ref name="rfc4492"/>,sect283r1 (10)<ref name="rfc4492"/>,sect409k1 (11)<ref name="rfc4492"/>,sect409r1 (12)<ref name="rfc4492"/>,sect571k1 (13)<ref name="rfc4492"/>,sect571r1 (14)<ref name="rfc4492"/>
Botan,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
BoringSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
GnuTLS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
JSSE,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
LibreSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
MatrixSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
mbed TLS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NSS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
OpenSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
RSA BSAFE,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SChannel Vista/2008  7/2008R2  8/2012  8.1/2012R2  10,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Secure Transport,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
wolfSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Erlang/OTP SSL application,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Implementation,sect163k1 (1)<ref name="rfc4492"/>,sect163r1 (2)<ref name="rfc4492"/>,sect163r2 (3)<ref name="rfc4492"/>,sect193r1 (4)<ref name="rfc4492"/>,sect193r2 (5)<ref name="rfc4492"/>,sect233k1 (6)<ref name="rfc4492"/>,sect233r1 (7)<ref name="rfc4492"/>,sect239k1 (8)<ref name="rfc4492"/>,sect283k1 (9)<ref name="rfc4492"/>,sect283r1 (10)<ref name="rfc4492"/>,sect409k1 (11)<ref name="rfc4492"/>,sect409r1 (12)<ref name="rfc4492"/>,sect571k1 (13)<ref name="rfc4492"/>,sect571r1 (14)<ref name="rfc4492"/>
