[null],Version,Operating systems,Office suite,Developer,License,ISO/IEC 26300:2006,Notes
Calligra Stage,2.4+,Windows  Mac OS X  Linux  Unix-based systems,Calligra Suite,KDE Project,GPL / LGPL,[null],[null]
IBM Lotus Symphony,1.0+,Windows  Linux  Mac OS X,IBM Lotus Symphony,IBM,Proprietary,[null],[null]
IBM Workplace Documents,2.5+,Any (Web-based),IBM Workplace Collaboration Services,IBM,Proprietary,[null],no longer being actively marketed
KPresenter / KOffice Showcase,1.4+,Linux  Unix-based systems,KOffice,KDE Project,LGPL,[null],[null]
LibreOffice Impress,3.3.0,Windows  Linux  Unix-based systems  Mac OS X  Solaris,LibreOffice,LibreOffice,LGPL,[null],[null]
Microsoft Office PowerPoint,2007 SP2,Windows,Microsoft Office,Microsoft,Proprietary,[null],[null]
NeoOffice Impress,1.2,Mac OS X,NeoOffice,Patrick Luby and Edward Peterlin,GPL,[null],Import only
NeoOffice Impress,2.2.5,Mac OS X,NeoOffice,Patrick Luby and Edward Peterlin,GPL,[null],http://neowiki.neooffice.org/index.php/NeoOffice_File_Formats
OpenOffice.org Impress,2.0+,Windows  Linux  Unix-based systems  Mac OS X  Solaris,OpenOffice.org,OpenOffice.org,LGPL,[null],[null]
StarOffice Impress,8,Windows  Linux  Solaris,StarOffice,Sun Microsystems,Proprietary,[null],[null]
Zoho Show,2006,Any (Web-based),Standalone,AdventNet,Proprietary,[null],[null]
[null],Version,Operating systems,Office suite,Developer,License,ISO/IEC 26300:2006,Notes
