GIS software,Free software,Open source,Windows,Mac OS X,Linux,BSD,Unix,Web,Other
ArcGIS,Viewer(s),[null],[null],[null],[null],[null],[null],[null],Google Earth Plugin  KML  WMS
Autodesk,Viewer(s),[null],[null],[null],[null],[null],[null],[null],[null]
Cadcorp,Viewer(s),[null],[null],[null],[null],[null],[null],[null],[null]
CAPAWARE,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Chameleon,[null],[null],[null],[null],[null],[null],[null],AMP,[null]
Deegree,[null],[null],Java,Java,Java,Java,Java,[null],[null]
Erdas Imagine,Viewers & Plug-ins,[null],[null],[null],[null],[null],[null],[null],[null]
GeoBase - Telogis,Trial,[null],[null],[null],[null],[null],[null],[null],Traffic  WMS  ADAS  Routing
GeoNetwork,[null],[null],Java,Java,Java,Java,Java,[null],[null]
GeoServer,[null],[null],Java,Java,Java,Java,Java,Java,[null]
GeoTools,[null],[null],Java,Java,Java,Java,Java,[null],[null]
GRASS,[null],[null],[null],[null],[null],[null],[null],via pyWPS<ref></ref>,[null]
gvSIG,[null],[null],Java,Java,Java,Java,Java,[null],[null]
IDRISI,[null],[null],[null],[null],[null],[null],[null],[null],[null]
JViews Maps (By Rogue Wave  formerly ILOG),Viewer(s),[null],Java,Java,Java,Java,Java,Java & DHTML/Ajax,Live/active symbol overlays
ILWIS,[null],[null],[null],[null],[null],[null],[null],[null],[null]
GeoMedia,Viewer(s),[null],[null],[null],[null],[null],CLIX,[null],KML
JUMP GIS,[null],[null],Java,Java,Java,Java,Java,[null],[null]
Kosmo,[null],[null],Java,Java,Java,Java,Java,[null],[null]
LandSerf,[null],[null],Java,Java,Java,Java,Java,[null],[null]
MapDotNet,[null],[null],[null],[null],[null],[null],[null],[null],[added]
Manifold System,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Microsoft MapPoint,Discontinued,[null],[null],[null],[null],[null],[null],[null],[null]
Pitney Bowes MapInfo Pro,Viewer(s),[null],[null],[null],[null],[null],[null],[null],[null]
MapServer,[null],[null],[null],[null],[null],[null],[null],AMP,[null]
Maptitude Caliper software,[null],[null],[null],[null],[null],[null],[null],[null],[null]
MapWindow GIS,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Oracle Spatial,[null],[null],[null],[null],[null],[null],[null],[null],[null]
PostGIS,[null],[null],[null],[null],[null],[null],[null],[null],[null]
QGIS,[null],[null],[null],[null],[null],[null],[null],[null],Google Earth Plugin  KML  WMS
RegioGraph,[null],[null],[null],[null],[null],[null],[null],[null],[null]
RemoteView,[null],[null],[null],[null],[null],[null],[null],[null],[null]
SAGA GIS,[null],[null],[null],[null],[null],[null],[null],[null],KLM
SAP HANA,Free Trial,[null],[null],[null],[null],[null],[null],[null],[null]
Smallworld,[null],[null],[null],[null],[null],[null],[null],Read-only,OLE  XML  Multiuser  Utility Data Model  Data Translator export/import
SPRING,[null],[null],[null],[null],[null],[null],Solaris,[null],[null]
TerraLib TerraView,[null],[null],[null],[null],[null],[null],[null],[null],[null]
TNTmips,Viewer(s),[null],[null],[null],[null],[null],[null],[null],[null]
TransModeler Caliper Software,[null],[null],[null],[null],[null],[null],[null],[null],[null]
uDIG,[null],[null],Java,Java,Java,Java,Java,[null],[null]
GIS software,Free software,Open source,Windows,Mac OS X,Linux,BSD,Unix,Web,Other
