Implementation,secp160k1 (15)<ref name="rfc4492"/>,secp160r1 (16)<ref name="rfc4492"/>,secp160r2 (17)<ref name="rfc4492"/>,secp192k1 (18)<ref name="rfc4492"/>,secp192r1 prime192v1 (19)<ref name="rfc4492"/>,secp224k1 (20)<ref name="rfc4492"/>,secp224r1 (21)<ref name="rfc4492"/>,secp256k1 (22)<ref name="rfc4492"/>,secp256r1 prime256v1 (23)<ref name="rfc4492"/>,secp384r1 (24)<ref name="rfc4492"/>,secp521r1 (25)<ref name="rfc4492"/>,arbitrary prime curves (0xFF01)<ref name="rfc4492"/><ref name="arbitrary-curves">Negotiation of arbitrary curves has been shown to be insecure for certain curve sizes </ref>,arbitrary char2 curves (0xFF02)<ref name="rfc4492"/><ref name="arbitrary-curves"/>
Botan,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
BoringSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],(disabled by default),[null],[null]
GnuTLS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
JSSE,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
LibreSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
MatrixSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
mbed TLS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NSS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
OpenSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
RSA BSAFE,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SChannel Vista/2008  7/2008R2  8/2012  8.1/2012R2  10,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Secure Transport,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
wolfSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Erlang/OTP SSL application,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Implementation,secp160k1 (15)<ref name="rfc4492"/>,secp160r1 (16)<ref name="rfc4492"/>,secp160r2 (17)<ref name="rfc4492"/>,secp192k1 (18)<ref name="rfc4492"/>,secp192r1 prime192v1 (19)<ref name="rfc4492"/>,secp224k1 (20)<ref name="rfc4492"/>,secp224r1 (21)<ref name="rfc4492"/>,secp256k1 (22)<ref name="rfc4492"/>,secp256r1 prime256v1 (23)<ref name="rfc4492"/>,secp384r1 (24)<ref name="rfc4492"/>,secp521r1 (25)<ref name="rfc4492"/>,arbitrary prime curves (0xFF01)<ref name="rfc4492"/><ref name="arbitrary-curves"/>,arbitrary char2 curves (0xFF02)<ref name="rfc4492"/><ref name="arbitrary-curves"/>
