Name,Whole disk,Partition,File,Swap space,Hibernation file,RAID
Aloaha Secure Stick,[null],[null],[null],[null],[null],[null]
ArchiCrypt Live,<br />(except for the boot volume),[null],[null],[null],[null],[null]
BestCrypt,[null],[null],[null],[null],<ref></ref>,[null]
BitArmor DataControl,[null],[null],[null],[null],[null],[null]
BitLocker,<br />(except for the boot volume),[null],<ref>Within a VHD http://www.howtogeek.com/193013/how-to-create-an-encrypted-container-file-with-bitlocker-on-windows/</ref>,<br />(parent volume is encrypted),<br />(parent volume is encrypted),[null]
Bloombase Keyparc,[null],[null],[null],[null],[null],[null]
CenterTools DriveLock,[null],[null],[null],[null],[null],[null]
CGD,[null],[null],<ref name=cgd-paper/>,[null],[null],[null]
Check Point Full Disk Encryption,[null],[null],[null],[null],[null],[null]
CipherShed,[null],[null],[null],[null],[null],[null]
CrossCrypt,[null],[null],[null],[null],[null],[null]
CryFS,[null],[null],[null],[null],[null],[null]
CryptArchiver,[null],[null],[null],[null],[null],[null]
Cryptic Disk,[null],[null],[null],[null],[null],[null]
Cryhod,[null],[null],[null],[null],<br />(parent volume is encrypted),[null]
Cryptoloop,[null],[null],[null],[null],[null],[null]
Cryptomill,[null],[null],[null],[null],[null],[null]
CryptoPro Secure Disk Enterprise,[null],[null],<br />(add-on Secure Device),[null],[null],[null]
CryptoPro Secure Disk for BitLocker,[null],[null],[null],[null],[null],[null]
DiskCryptor,[null],[null],[null],[null],[null],[null]
Disk Protect,[null],[null],[null],[null],[null],[null]
Dm-crypt / LUKS,[null],[null],<ref>dm-crypt can encrypt a file-based volume when used with the losetup utility included with all major Linux distributions</ref>,[null],<ref>yes  but the user needs custom scripts: http://www.linuxquestions.org/questions/slackware-14/luks-encryption-swap-and-hibernate-627958/</ref>,[null]
DriveCrypt,[null],<ref name=drivecrypt/>,<ref name=drivecrypt/>,[null],[null],[null]
DriveSentry GoAnywhere 2,[null],[null],[null],[null],[null],[null]
E4M,[null],[null],[null],[null],[null],[null]
e-Capsule Private Safe,[null],[null],<ref>Uses proprietary e-Capsule file system not exposed to the OS.</ref>,[null],[null],[null]
eCryptfs,[null],[null],[null],[null],[null],[null]
EgoSecure HDD Encryption,[null],[null],[null],[null],[null],[null]
FileVault,[null],[null],<ref name=nsa-vilefault/>,<ref name=not-technically-filevault>not technically part of FileVault  but provided by many versions of Mac OS X; can be enabled independently of FileVault</ref><ref name=nsa-vilefault/>,<ref name=not-technically-filevault /><ref>http://macmarshal.com/images/Documents/mm_wp_102.pdf</ref>,[added]
FileVault 2,<ref name=mac-filevault></ref>,<ref name=ars-filevault />,[null],[null],[null],[null]
FREE CompuSec,[null],[null],[null],[null],[null],[null]
FreeOTFE,<br />(except for the boot volume),[null],[null],[null],[null],[null]
GBDE,[null],[null],<ref name=mdconfig>File-based volume encryption is possible when used with mdconfig(8) utility.</ref>,[null],[null],[null]
GELI,[null],[null],<ref name=mdconfig/>,[null],[null],[null]
Loop-AES,[null],<ref name=loop-aes/>,<ref name=loop-aes/>,<ref name=loop-aes/>,<ref name=loop-aes/>,[null]
McAfee Drive Encryption (SafeBoot),[null],[null],[null],[null],<ref name=ControlBreak></ref>,[null]
n-Crypt Pro,[null],[null],[null],[null],[null],[null]
PGPDisk,[null],[null],[null],[null],[null],[null]
Private Disk,[null],[null],[null],[null],[null],[null]
ProxyCrypt,[null],[null],[null],[null],[null],[null]
R-Crypto,[null],[null],[null],[null],[null],[null]
SafeGuard Easy,[null],[null],[null],[null],[null],[null]
SafeGuard Enterprise,[null],[null],[null],[null],[null],[null]
SafeGuard PrivateDisk,[null],[null],[null],[null],[null],[null]
SafeHouse Professional,[null],[null],[null],[null],[null],[null]
Scramdisk,[null],[null],[null],[null],[null],[null]
Scramdisk 4 Linux,[null],[null],[null],[null],[null],[null]
SecuBox,[null],[null],[null],[null],[null],[null]
SecureDoc,<ref name=sdoc-faq />,[null],[null],[null],[null],[null]
Sentry 2020,[null],[null],[null],[null],[null],[null]
Seqrite Encryption Manager,[null],[null],[null],[null],[null],[null]
Softraid / RAID C,[null],[null],[null],(encrypted by default in OpenBSD)<ref>http://www.openbsd.org/plus38.html OpenBSD 3.8 change notes</ref>,[null],[null]
Svnd / Vnconfig,[null],[null],[null],(encrypted by default in OpenBSD),[null],[null]
SpyProof!,[null],[null],[null],[null],[null],[null]
Symantec Endpoint Encryption,[null],[null],[null],[null],[null],[null]
Trend Micro Endpoint Encryption,[null],[null],[null],[null],[null],[null]
TrueCrypt,<ref>however  not Windows UEFI-based computers with a GUID partition table (GPT)</ref>,[null],[null],[null],<ref name="ReferenceA"/>,[null]
VeraCrypt,[null],[null],[null],[null],<ref name="ReferenceA"/>,[null]
CyberSafe Top Secret,[null],[null],[null],[null],[null],[null]
Name,Whole disk,Partition,File,Swap space,Hibernation file,RAID
