Digital audio editor,Creator / developer,Software license,Microsoft Windows,MacOS,Linux,iOS,Android,Network storage,External hardware
ACID Pro,Magix,[null],[null],[null],[null],[null],[null],[null],[null]
Ardour,The Ardour Community,[null],[null],[null],[null],[null],[null],NFS,[null]
AudioDesk,Mark of the Unicorn,[null],[null],[null],[null],[null],[null],[null],[null]
Audition,Adobe Systems,[null],[null],[null],[null],[null],[null],[null],[null]
Bitwig Studio,Bitwig,[null],[null],[null],[null],[null],[null],[null],[null]
Cakewalk by BandLab<ref>Previously Sonar by Cakewalk  relaunched by Bandlab Technologies.</ref>,BandLab Technologies,(Freeware),[null],[null],[null],[null],[null],[null],[null]
Cubase,Steinberg,[null],[null],[null],[null],[null],[null],[null],Requires hardware dongle
Digital Performer,Mark of the Unicorn,[null],[null],[null],[null],[null],[null],[null],[null]
FL Studio,Image-Line,[null],[null],[null],[null],[null],[null],[null],[null]
GarageBand,Apple,[null],[null],[null],[null],[null],[null],[null],[null]
Harrison Mixbus,Harrison Consoles,[null],[null],[null],[null],[null],[null],NFS,[null]
Kristal,Kreatives,(Freeware),[null],[null],[null],[null],[null],[null],[null]
Live,Ableton,[null],[null],[null],[null],[null],[null],[null],[null]
LMMS,Tobias Doerffel,[null],[null],[null],[null],[null],[null],NFS,[null]
Logic Pro,Apple,[null],(last version: 5.5.1),[null],[null],[null],[null],[null],[null]
Mixcraft,Acoustica,[null],[null],[null],[null],[null],[null],[null],[null]
mp3DirectCut,Martin Pesch,Freeware,[null],[null],[null],[null],[null],[null],[null]
MuLab,MuTools,[null],[null],[null],[null],[null],[null],[null],[null]
MultitrackStudio,Bremmers Audio Design,[null],[null],[null],[null],[null],[null],[null],[null]
MusE,MuseE,[null],[null],[null],[null],[null],[null],NFS,[null]
n-Track,Fasoft,[null],[null],[null],[null],[null],[null],[null],[null]
Nuendo,Steinberg,[null],[null],[null],[null],[null],[null],[null],[null]
Podium,Zynewave,/ Freemium,[null],[null],[null],[null],[null],[null],[null]
Pro Tools,Avid,[null],[null],[null],[null],[null],[null],MediaNet (proprietary),[null]
Qtractor,Qtractor,[null],[null],[null],[null],[null],[null],NFS,[null]
REAPER,Cockos,[null],[null],[null],(pre-beta),[null],[null],[null],[null]
Reason,Propellerhead Software,[null],[null],[null],[null],[null],[null],[null],[null]
Record,Propellerhead Software,[null],[null],[null],[null],[null],[null],[null],[null]
Renoise,Renoise Team,[null],[null],[null],[null],[null],[null],[null],[null]
Rosegarden,Rosegarden,[null],[null],[null],[null],[null],[null],NFS,[null]
Samplitude/Sequoia,Magix,[null],[null],[null],[null],[null],[null],[null],[null]
Soundscape 32,Mackie,[null],[null],[null],[null],[null],[null],[null],External 2U rack unit
Studio One,PreSonus,[null],[null],[null],[null],[null],[null],SoundCloud,[null]
Tracktion,Tracktion Software Inc,[null],[null],[null],[null],[null],[null],[null],[null]
Digital audio editor,Creator / developer,Software license,Microsoft Windows,MacOS,Linux,iOS,[null],Network storage,External hardware
