Name,Interface,Type of Client,Downloading headers XOVER,PAR,NZB,unZip or unRAR,Integrated Search Service (retention / $$$/yr),IPv6,SSL/TLS,Audio Video Streaming,Price,Platform,License,Other
Arachne,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,DOS  Unix-like,[null],[null]
BinTube,GUI,Binary Grabber,[null],[null],[null],[null],(3200 Days / Free),[null],[null],[null],$59.95 / Free with subscription,Microsoft Windows,[null],Streams media while downloading; Free with Usenet Service
Claws Mail,GUI,[null],[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],[null]
Forté Agent,GUI,Combination,[null],[null],[null],[null],[null],[null],[null],[null],$29,Microsoft Windows,[null],Includes 3 month newsgroup service trial; Shareware
Gnus,Text-based,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Runs in Emacs; also does Email
GrabIt,GUI,Binary Grabber,[null],[null],[null],[null],( 30 days / $24.99/yr ),[null],[null],[null],Free (searching extra),Microsoft Windows,[null],Usenet Search Service
KNode,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Unix-like,[null],KDE
Lotus Notes,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Varies,Microsoft Windows  Unix-like  Mac OS X,[null],[null]
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Name,Interface,Type of Client,Downloading headers XOVER,PAR,NZB,unZip unRAR,Integrated Search Service (retention / $$$/yr),IPv6,SSL/TLS,Audio Video Streaming,Price,Platform,License,Other
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Lynx,Text-based,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Limited USENET support
Mozilla Mail & Newsgroups,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Replaced by SeaMonkey Mail & Newsgroups
Mozilla Thunderbird,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Plugin support
Newsbin Pro,GUI,Binary Grabber,[null],[null],[null],[null],( $10/yr ),[null],[null],[null],$20,Microsoft Windows,[null],Shareware
NewsLeecher,GUI,Combination,[null],[null],[null],[null],Optional extra Add $10 per year,[null],[null],[null],Varies,Microsoft Windows,[null],Shareware
Novell GroupWise,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Varies,Microsoft Windows  Unix-like,[null],[null]
Opera Mail,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Part of Opera up to version 12.17
Outlook Express,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],[null],Microsoft Windows,[null],Part of Microsoft Windows (up to Windows Server 2003)
Pan,GUI,Combination,[null],[null],[null],[null],[null],[null],[null],[null],Free,Unix-like  Microsoft Windows,[null],Gtk+
Name,Interface,Type of Client,Downloading headers XOVER,PAR,NZB,unZip & unRAR,Integrated Search Service (retention / $$$/yr),IPv6,SSL/TLS,Audio Video Streaming,Price,Platform,License,Other
Seamonkey Mail & Newsgroups,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Replaced Mozilla Mail & Newsgroups
slrn,text-based,Traditional Newsreader,[null],(using macros),(using macros),(using macros),[null],[null],[null],[null],Free,Cross-platform,[null],Highly extensible using S-Lang scripts (macros)
Sylpheed,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],Gtk+
tin,text-based,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Unix-like,[null],Free Software
Unison,GUI,Combination,[null],[null],[null],[null],[null],[null],[null],(audio only),Free,Mac OS X,[null],Development has ceased. Free but unsupported.
Usenet Explorer,GUI,Combination,[null],[null],[null],[null],( 1500 days / $23.34/yr ),[null],[null],[null],$35,Microsoft Windows,[null],Shareware
Windows Live Mail,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Microsoft Windows,[null],[null]
Windows Mail,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],[null],Microsoft Windows,[null],Part of Windows Vista and Windows Server 2008
Xnews,GUI,Combination,[null],[null],(Can create NBZs),[null],[null],[null],[null],[null],Free,Microsoft Windows,[null],[null]
XPN,GUI,Traditional Newsreader,[null],[null],[null],[null],[null],[null],[null],[null],Free,Cross-platform,[null],[null]
Name,Interface,Type of Client,Downloading headers XOVER,PAR,NZB,unZip unRAR,Integrated Search Service (retention / $$$/yr),IPv6,SSL/TLS,Audio Video Streaming,Price,Platform,License,Other
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
