Program,search (criteria),selection (styles),metadata,adjust image (functions),hotkeys,color management (ICC),JPEG Lossless operations,Unicode support,other / special
ACDSee,[null],individual  linear  block,Exif  IPTC,many,[null],[null],rotation only,[null],GPS Location  Scripts for batch/pre processing  automatic slideshow
CDisplay,[null],[null],[null],Rotate  Filter,configurable,[null],[null],[null],Slider  automatic slideshow  mouse control
Comix,[null],[null],[null],Rotate  Filter,[null],[null],[null],[null],Slider  automatic slideshow  mouse control
digiKam,file name  comments  most Exif and meta data,linear  block  complex,Exif and IPTC,many editing function,[null],[null],in 90° steps,[null],Geotagging  batch processing  detect duplicate/similar images  export to Internet/social media/HTML
Eye of gnome,[null],[null],[null],Rotate,unconfigurable,[null],[null],[null],[null]
F-Spot,[null],[null],[null],[null],[null],[null],[null],[null],Export to HTML  Flickr  or O.r.i.g.i.n.a.l.
FastPictureViewer,Filter the view by rating  file name...,Copy  move  delete  rate  label,Write XMP Rating/Label  IPTC metadata  Windows Rating  embedded or in sidecar files  shows shooting info (Exif) and realtime RGB histogram,[null],[null],(supports custom monitor profile  direct conversion from image colorspace to monitor colorspace  ICC v4),n/a,, native,Native 32 and 64-bit  Tethered shooting (MTP/PTP over USB)  Multicore-aware  DirectX accelerated  HD Photo / JPEG XR support.
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Gonvisor,[null],Delete  rename,[null],[null],[null],[null],n/a,, native,Made to easily read comics or manga can display two pages at time and view images in compressed ZIP  RAR  7z  cbr  cba  cbz etc.
FastStone Image Viewer,[null],individual  linear,EXIF  JPEG comment,many,[null],[null],lossless transitions,[null],full screen mode with all commands available via pop-up menu bars when approaching the mouse from the borders of the screen
Geeqie,collections  keywords  filename  location  size  date  dimensions  comments  previous results,block  linear  complex,[null],rotate  brightness  contrast,[null],[null],[null],[null],find duplicates  sort manager  recent collections
gThumb,name  comment  date  category  folder  recursive-folder,linear  block  complex,[null],manipulate color  flip/rotate  etc.,[null],[null],[null],[null],bookmarks  comments  rename series  create index image  create HTML album
Gwenview,tags,[null],Exif  IPTC  XMP,Rotate  Red eye removal  saturation  color balance  levels and more,[null],[null],[null],[null],batch processing  export to Internet/social media/HTML
KPhotoAlbum,keywords  comments  title  any field from Exif metadata,linear  complex,[null],per KIPI plugins,configurable,[null],[null],[null],Quick-tagging using keyboard tokens
Phase One Media Pro,name  date  rating  file size  and many more.,individual  linear,EXIF  IPTC  and custom keywords,Rotate  Red eye removal  saturation  color balance  levels and more,[null],[null],[null],[null],Find duplicates  hierarchical keywords  distributable catalog with free Media Pro reader  offline browsing of images
Picasa,name  date  rating  faces,individual  linear,Keywords,basic,[null],[null],rotation only,[null],collages  Geotagging  Search for Faces  find duplicates
ResourceSpace,[null],[null],Exif  IPTC  user defined,rotate  gamma,[null],[null],[null],[null],[null]
Shotwell,[null],individual  linear  hide,Read IPTC  Exif  XMP,Exposure  Saturation  Tint  Shadows  Temperature  and more,[null],[null],[null],[null],Non-destructive editor  Auto Enhance Images  Duplicate  Upload  Favorite
Simple Comic,[null],[null],[null],<br />rotate,[null],[null],[null],[null],capture page  remove page  set icon
STDU Viewer,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Windows Photo Viewer,[null],[null],[null],rotate  lossless JPEG rotate  annotate TIFF images,[null],[null],rotate only,[null],[null]
XnView and XnViewMP,name  date  file size  image size  meta data  ...,individual  linear,IPTC  Exif  JPEG comment,many,configurable,Custom monitor profile supported,[null],Supported in XnViewMP,Supports Adobe Photoshop Filter 8BF plugins
xv,[null],individual  all,view comments,many,[null],[null],[null],[null],[null]
Zoner Photo Studio,name  date  file size  meta data,individual  linear,IPTC  Exif  XMP  JPEG comment,very many,configurable,[null],[null],[null],sign images  16 bits per channel  GPS support  merge pictures to HDR  WIC codecs support
Program,search (criteria),selection (styles),metadata,adjust image (functions),hotkeys,color management (ICC),JPEG Lossless operations,Unicode support,other / special
