[null],AngularJS,Apache Royale,Dojo,Ember.js,Enyo,Ext JS,Google Web Toolkit,jQuery,jQWidgets,MooTools,OpenUI5,Prototype & script. aculo.us<ref name="addon" />,qooxdoo,SmartClient and SmartGWT,SproutCore,Vue,Wakanda,ZK,Webix
Feature detection<ref>Feature detection is preferred by many to browser sniffing to support future browsers: Browser Detecting (and what to do Instead)  Feature Detection: State of the Art Browser Scripting  Browser Feature Detection</ref>,[null],[null],<ref></ref>,[null],[null],<ref></ref>,<ref></ref><ref></ref>,<ref></ref>,[null],<ref></ref>,[null],<ref>Feature detection all the way </ref>,[null],<ref>Author disagrees that feature detection alone is sufficient</ref>,[null],[null],Partial,<ref></ref>,[null]
DOM wrapped<ref name="kangax"></ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null],<ref></ref>,[null],<ref></ref><ref></ref>,[null],[null],[null],[null],[null],[null],[null]
XMLHttpRequest data retrieval,[null],[null],<ref name="AJAX and Dojo">AJAX and Dojo </ref>,[null],[null],[null],[null],[null],<ref name="jqxDataAdapter"></ref>,<ref name="MooTools Request"></ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null]
WebSocket,[null],[null],<ref name="AJAX and Dojo"/>,[null],[null],[null],[null],[null],[null],<ref name="MooTools Request"/>,<ref></ref>,[null],[null],[null],[null],[null],[null],[null],<ref></ref>
Server push data retrieval,[null],[null],<ref name="cometd.org"></ref>,[null],[null],<ref></ref>,<ref></ref>,<ref name="cometd.org"/>,[null],[null],[null],[null],[null],<ref></ref>,[null],[null],[null],<ref></ref>,[null]
Other data retrieval,[null],[null],<ref></ref>,[null],[null],[null],[null],[null],<ref name="jqxDataAdapter" />,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Drag and drop,[null],[null],<ref></ref>,[null],[null],[null],<ref></ref>,<ref></ref>,<ref></ref>,<ref></ref>,<ref></ref>,[null],[null],[null],[null],[null],[null],[null],<ref></ref>
Simple visual effects,[null],[null],<ref></ref>,[null],[null],[null],[null],[null],[null],<ref></ref>,[null],[null],[null],[null],<ref name="showcase.sproutcore.com"></ref>,[null],[null],[null],[null]
Animation / <br /> advanced visual effects,[null],[null],<ref></ref>,[null],<ref></ref>,[null],[null],[null],[null],<ref></ref>,[null],[null],[null],[null],<ref name="showcase.sproutcore.com"/>,[null],[null],[null],<ref></ref>
Back button support / <br /> history management,[null],[null],<ref></ref>,[null],<ref></ref>,<ref></ref>,[null],<ref></ref>,[null],<ref></ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Input form widgets & validation,[null],[null],<ref></ref>,[null],[null],[null],, Validation requires plugin<ref></ref>,<ref></ref>,<ref></ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null],<ref></ref><ref></ref>
[null],AngularJS,Apache Royale,Dojo,Ember.js,Enyo,ExtJS,Google Web Toolkit,jQuery,jQWidgets,MooTools,OpenUI5,Prototype & script. aculo.us<ref name="addon" />,qooxdoo,SmartClient and SmartGWT,SproutCore,Vue,Wakanda,ZK,Webix
Grid,[null],[null],<ref></ref>,[null],[null],[null],[null],<ref></ref>,<ref></ref>,<ref> or or </ref>,[null],[null],[null],[null],[null],[null],<ref></ref>,[null],<ref></ref>
Hierarchical Tree,[null],[null],<ref></ref>,[null],<ref></ref>,<ref></ref>,[null],<ref>  </ref>,<ref></ref>,<ref></ref>,[null],[null],<ref>Demo browser</ref>,[null],[null],[null],(Auto Form)<ref></ref>,[null],<ref></ref>
Rich text editor,[null],[null],<ref></ref>,[null],[null],<ref></ref>,[null],<ref>markitup  jwysiwyg  htmlbox   WYMeditor </ref>,<ref name="jqxEditor"></ref>,<ref></ref>,[null],[null],[null],[null],[null],[null],<ref></ref>,[null],<ref></ref>
Autocompletion tools,[null],[null],<ref></ref>,[null],[null],[null],[null],<ref></ref>,<ref></ref>,<ref></ref>,[null],[null],[null],[null],[null],[null],<ref></ref>,[null],[null]
HTML generation tools,[null],[null],<ref>As of Dojo 1.3  the NodeList.addContent() api can be used to create content for example: dojo.query(".note").addContent("h4 NOTE: h4"  "before");</ref>,[null],[null],[null],[null],[null],<ref name="jqxEditor" />,<ref>MooTools Elements </ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Widgets themeable / skinnable,[null],[null],<ref></ref>,[null],[null],<ref></ref>,<ref></ref>,<ref></ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
GUI resizable panels and modal dialogs,[null],[null],[null],[null],[null],[null],[null],[null],<ref></ref>,<ref name="mochaJxlib">Using MochaUI Library or JxLib </ref>,[null],[null],[null],[null],[null],[null],<ref></ref>,<ref name="zkoss.org"></ref>,[null]
