[null],Data Domain,Cursor,Trigger,Function 1,Procedure 1,External routine 1
4th Dimension,[null],[null],[null],[null],[null],[null]
ADABAS,[null],[null],[null],?,?,[null]
Adaptive Server Enterprise,[null],[null],[null],[null],[null],[null]
Advantage Database Server,[null],[null],[null],[null],[null],[null]
Altibase,[null],[null],[null],[null],[null],[null]
Apache Derby,[null],[null],[null],2,2,2
ClustrixDB,[null],[null],[null],[null],[null],[null]
CUBRID,[null],[null],[null],[null],2,[null]
Empress Embedded Database,via RANGE CHECK,[null],[null],[null],[null],[null]
EXASolution,[null],[null],[null],[null],[null],[null]
DB2,via CHECK CONSTRAINT,[null],[null],[null],[null],[null]
Firebird,[null],[null],[null],[null],[null],[null]
HSQLDB,[null],[null],[null],[null],[null],[null]
H2,[null],[null],2,2,2,[null]
Informix Dynamic Server,via CHECK,[null],[null],[null],[null],5
Ingres,[null],[null],[null],[null],[null],[null]
InterBase,[null],[null],[null],[null],[null],[null]
Linter SQL RDBMS,[null],[null],[null],[null],[null],[null]
LucidDB,[null],[null],[null],2,2,2
MariaDB,<ref name="constraint_in_mariadb"></ref>,[null],[null],[null],[null],[null]
MaxDB,[null],[null],[null],[null],[null],[null]
Microsoft Access (JET),[null],[null],[null],[null],[null],[null]
Microsoft Visual Foxpro,[null],[null],[null],[null],[null],[null]
Microsoft SQL Server,[null],[null],[null],[null],[null],[null]
Microsoft SQL Server Compact (Embedded Database),[null],[null],[null],[null],[null],[null]
Mimer SQL,[null],[null],[null],[null],[null],[null]
MonetDB,[null],[null],[null],[null],[null],[null]
MySQL,3,[null],[null],[null],[null],[null]
OpenBase SQL,[null],[null],[null],[null],[null],[null]
Oracle,[null],[null],[null],[null],[null],[null]
Oracle Rdb,[null],[null],[null],[null],[null],[null]
OpenLink Virtuoso,[null],[null],[null],[null],[null],[null]
Pervasive PSQL,[null],[null],[null],[null],[null],[null]
Polyhedra DBMS,[null],[null],[null],[null],[null],[null]
PostgreSQL,[null],[null],[null],[null],[null],[null]
Raima Database Manager,[null],[null],[null],[null],[null],[null]
RDM Server,[null],[null],[null],[null],[null],[null]
SAP HANA,[null],[null],[null],[null],[null],[null]
solidDB,[null],[null],[null],[null],[null],[null]
SQL Anywhere,[null],[null],[null],[null],[null],[null]
SQLite,[null],[null],[null],[null],[null],[null]
Teradata,[null],[null],[null],[null],[null],[null]
UniData,[null],[null],[null],[null],[null],[null]
UniVerse,[null],[null],[null],[null],[null],[null]
[null],Data Domain,Cursor,Trigger,Function 1,Procedure 1,External routine 1
