Language,IBM Watson,Apertium,OpenLogos,Google Translate,Moses for Mere Mortals,Babel Fish,Bing Translator,GramTrans,SYSTRAN,IdiomaX
To English,Arabic to English,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Catalan to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Chinese (Simplified) to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Chinese (Traditional) to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Czech to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Danish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Dutch to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Esperanto to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Estonian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Finnish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
French to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Galician to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
German to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Greek to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Haitian Creole to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Hebrew to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Hindi to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Hungarian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Indonesian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Irish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Italian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Japanese to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Korean to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Latvian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Lithuanian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Macedonian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Malay to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Maltese to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Norwegian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Persian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Polish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Portuguese to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Portuguese (Brazilian) to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Romanian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Russian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Serbo-Croatian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Slovak to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Slovene to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Spanish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Swedish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Tagalog to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Thai to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Turkish to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Ukrainian to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Welsh to English,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Language,IBM Watson,Apertium,OpenLogos,Google Translate,Moses for Mere Mortals,Babel Fish,Bing Translator,GramTrans,SYSTRAN,IdiomaX
Chinese (Simplified),English to Chinese (Simplified),[null],[null],[null],[null],[null],[null],[null],[null],[null]
German to Chinese (Simplified),[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
To Chinese (Traditional),English to Chinese (Traditional),[null],[null],[null],[null],[null],[null],[null],[null],[null]
German to Chinese (Traditional),[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
To Dutch,English to Dutch,[null],[null],[null],[null],[null],[null],[null],[null],[null]
French to Dutch,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
To French,English to French,[null],[null],[null],[null],[null],[null],[null],[null],[null]
German to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Spanish to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Catalan to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Russian to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Dutch to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Italian to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Breton to French,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
To Galician,English to Galician,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Portuguese to Galician,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Spanish to Galician,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
To German,Chinese (Simplified) to German,[null],[null],[null],[null],[null],[null],[null],[null],[null]
