File archivers,Data compression,Shell integration,Password protection,Multiple volumes,Self extraction,File repairing,Batch conversion,Unicode file /<br />directory names,Encryption,Filename Encryption
7-Zip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ALZip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Archive Manager,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Archive Utility,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ARJ,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Ark,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
B1 Free Archiver,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
BetterZip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
bsdtar/libarchive,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Commander One,[null],[null],[null],[null],[null],[null],[null],[null],[null],for 7z
CRAX Commander,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Disk ARchiver,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Filzip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
FreeArc,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
GNU tar,[null],[null],[null],[null],[null],Separate,[null],[null],[null],[null]
iArchiver,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Info-ZIP,[null],[null],[null],[null],[null],[null],[null],[null],Weak,[null]
KGB Archiver,[null],Not enabled by default,[null],[null],[null],[null],[null],[null],[null],[null]
PeaZip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
PKZIP,[null],[null],[null],[null],Separate,Separate,[null],[null],[null],[null]
PowerArchiver,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
StuffIt,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
The Unarchiver,[null],some formats,[null],[null],[null],[null],[null],[null],[null],[null]
TUGZip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
WinAce,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
WinRAR and RAR,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
WinZip,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
XAD,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Xarchiver,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ZipGenius,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ZPAQ,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
[null],Data compression,Shell integration,Password protection,Multiple volumes,Self extraction,File repairing,Batch conversion,Unicode file /<br />directory names,Encryption,Filename Encryption
